user_id,thinklet_id,problem_id,assignment_name,duration,phase,time so far,event,action,answer,time
168366,216678,9938,"Money, Money, Money V2",,Start,,Create Thinklet,,,2021-04-22 21:13:37.029000+00:00
168366,216678,9938,"Money, Money, Money V2",,Understand,,known,Entered,$25 deposit,
168366,216678,9938,"Money, Money, Money V2",,Understand,,known,Entered,$25 deposit,
168366,216678,9938,"Money, Money, Money V2",,Understand,,known,Entered,4 withdrawals of $20.75,
168366,216678,9938,"Money, Money, Money V2",,Understand,,known,Entered,she deposited $50,
168366,216678,9938,"Money, Money, Money V2",,Understand,,known,Entered,2 withdrawals of $15 each,
168366,216678,9938,"Money, Money, Money V2",,Understand,,known,Entered,the overall change,
168366,216678,9938,"Money, Money, Money V2",,Understand,,wondering,Entered,I wonder why deposited 50$ in her bank account.,
168366,216678,9938,"Money, Money, Money V2",,Understand,,Estimate,Entered,I think the final the answer will be a negative. ,2021-04-22 21:30:57.728000+00:00
168366,216678,9938,"Money, Money, Money V2",,Plan,,strategies,Selected,Write and simplify an expression,
168366,216678,9938,"Money, Money, Money V2",,Plan,,strategies,Selected,Use multiplication rules & relationships,
168366,216678,9938,"Money, Money, Money V2",,Plan,,write down the plan,Entered,"First, I will Multiply 20.75 and 4 (-20.75x4).   
Next I will Multiply -15 and 2. (-15x2)
Then, I will Add the total amount of withdraws. 
Next, I will add the two deposits (25+50).
Last, I will Subtract the deposits and with drawals 
",2021-04-22 21:41:49.850000+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:14:01.150000000,Solve,0 days 00:14:01.150000000,Start Record,-,,2021-04-22 21:55:51+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:00.000000000,Solve,0 days 00:14:01.150000000,Audio Recording Started,-,,2021-04-22 21:55:51+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:01:04.000000000,Solve,0 days 00:15:05.150000000,Audio Recording Stopped,-,,2021-04-22 21:56:55+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:00.000000000,Solve,0 days 00:15:05.150000000,Stop Record,-,,2021-04-22 21:56:55+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:00.000000000,Solve,0 days 00:15:05.150000000,Audio Data Available,-,,2021-04-22 21:56:55+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:07.000000000,Solve,0 days 00:15:12.150000000,Start Record,-,,2021-04-22 21:57:02+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:07.000000000,Solve,0 days 00:15:19.150000000,Audio Recording Started,-,,2021-04-22 21:57:09+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:02.000000000,Solve,0 days 00:15:21.150000000,Audio Recording Paused,-,,2021-04-22 21:57:11+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:00.000000000,Solve,0 days 00:15:21.150000000,Pause Record,-,,2021-04-22 21:57:11+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 22:49:12.000000000,Solve,0 days 23:04:33.150000000,Start Record,-,,2021-04-23 20:46:23+00:00
168366,216678,9938,"Money, Money, Money V2",0 days 00:00:01.000000000,Solve,0 days 23:04:34.150000000,Audio Recording Started,-,,2021-04-23 20:46:24+00:00
