user_id,thinklet_id,problem_id,assignment_name,duration,phase,time so far,event,action,answer,time
168377,216221,9889,"Money, Money, Money",,Start,,Create Thinklet,,,2021-04-20 21:36:14.287000+00:00
168377,216221,9889,"Money, Money, Money",,Understand,,known,Entered,i notice she is taking money away from it 20.75 each third week,
168377,216221,9889,"Money, Money, Money",,Understand,,wondering,Entered,i wonder if she desposite 50.75 how much is she getting back in here account,
168377,216221,9889,"Money, Money, Money",,Understand,,wondering,Entered,1 a table for depositis how much i saved and a table for withdrawals how much i spent this will simply my problem to just two numbers,
168377,216221,9889,"Money, Money, Money",,Understand,,wondering,Entered,2take the total from my withdrawals and add it to the total from my deposits,
168377,216221,9889,"Money, Money, Money",,Understand,,wondering,Entered,3my leftovernamount will be,
168377,216221,9889,"Money, Money, Money",,Understand,,Estimate,Entered,positive,2021-04-21 20:51:48.070000+00:00
168377,216221,9889,"Money, Money, Money",0 days 00:13:36.607000000,Plan,0 days 00:13:36.607000000,write down the plan,Entered,"table for depositis how much i saved and a table for withdrawals how much i spent this will simply my problem to just two numbers

2take the total from my withdrawals and add it to the total from my deposits

3my leftovernamount will be my anwer",2021-04-21 21:05:24.677000+00:00
168377,216221,9889,"Money, Money, Money",0 days 00:15:35.323000000,Solve,0 days 00:29:11.930000000,Start Record,-,,2021-04-21 21:21:00+00:00
168377,216221,9889,"Money, Money, Money",0 days 00:00:01.000000000,Solve,0 days 00:29:12.930000000,Audio Recording Started,-,,2021-04-21 21:21:01+00:00
168377,216221,9889,"Money, Money, Money",0 days 00:00:38.000000000,Solve,0 days 00:29:50.930000000,Stop Record,-,,2021-04-21 21:21:39+00:00
168377,216221,9889,"Money, Money, Money",0 days 00:00:00.000000000,Solve,0 days 00:29:50.930000000,Audio Recording Stopped,-,,2021-04-21 21:21:39+00:00
168377,216221,9889,"Money, Money, Money",0 days 00:00:00.000000000,Solve,0 days 00:29:50.930000000,Audio Data Available,-,,2021-04-21 21:21:39+00:00
168377,216221,9889,"Money, Money, Money",,Review,0 days 00:29:50.930000000,Final Answer,Entered,-133.00,
168377,216221,9889,"Money, Money, Money",,End,0 days 00:29:50.930000000,Complete Thinklet,,,2021-04-21 21:24:01.420000+00:00
